prototype_id,function_name,constant_index,constant_type,original_repr,readable_repr,decoded_value,equal
P18,primary_get_or_create_uuid,4,string,"""io""","""io""",io,true
P18,primary_get_or_create_uuid,5,string,"""exists""","""exists""",exists,true
P18,primary_get_or_create_uuid,6,string,"""crypto""","""crypto""",crypto,true
P18,primary_get_or_create_uuid,7,string,"""md5""","""md5""",md5,true
P18,primary_get_or_create_uuid,8,string,"""core_func_writefile""","""core_func_writefile""",core_func_writefile,true
P18,primary_get_or_create_uuid,9,string,"""readfile""","""readfile""",readfile,true
P19,build_key_parameters,1,string,"""phase_shift""","""phase_shift""",phase_shift,true
P19,build_key_parameters,2,string,"""0.5""","""0.5""",0.5,true
P19,build_key_parameters,3,string,"""exp_factor""","""exp_factor""",exp_factor,true
P19,build_key_parameters,4,string,"""2.302585093""","""2.302585093""",2.302585093,true
P19,build_key_parameters,5,string,"""char_offset""","""char_offset""",char_offset,true
P19,build_key_parameters,6,string,"""36""","""36""",36,true
P20,derive_core_archive_key,1,string,"""exp_factor""","""exp_factor""",exp_factor,true
P20,derive_core_archive_key,2,string,"""math""","""math""",math,true
P20,derive_core_archive_key,3,string,"""pi""","""pi""",pi,true
P20,derive_core_archive_key,4,string,"""3.1415926535""","""3.1415926535""",3.1415926535,true
P20,derive_core_archive_key,5,string,"""phase_shift""","""phase_shift""",phase_shift,true
P20,derive_core_archive_key,6,string,"""0.5""","""0.5""",0.5,true
P20,derive_core_archive_key,7,string,"""100""","""100""",100,true
P20,derive_core_archive_key,8,string,"""10""","""10""",10,true
P20,derive_core_archive_key,9,string,"""2""","""2""",2,true
P20,derive_core_archive_key,10,string,"""36""","""36""",36,true
P20,derive_core_archive_key,11,string,"""char_offset""","""char_offset""",char_offset,true
P20,derive_core_archive_key,12,string,"""72""","""72""",72,true
P20,derive_core_archive_key,13,string,"""15""","""15""",15,true
P20,derive_core_archive_key,14,string,"""57""","""57""",57,true
P20,derive_core_archive_key,15,string,"""25""","""25""",25,true
P20,derive_core_archive_key,16,string,"""82""","""82""",82,true
P20,derive_core_archive_key,17,string,"""9""","""9""",9,true
P20,derive_core_archive_key,18,string,"""33""","""33""",33,true
P20,derive_core_archive_key,19,string,"""42""","""42""",42,true
P20,derive_core_archive_key,20,string,"""52""","""52""",52,true
P20,derive_core_archive_key,21,string,"""94""","""94""",94,true
P20,derive_core_archive_key,22,string,"""65""","""65""",65,true
P20,derive_core_archive_key,23,string,"""gsub""","""gsub""",gsub,true
P20,derive_core_archive_key,24,string,"""[\022]""","""[\022]""",[],true
P20,derive_core_archive_key,25,string,"""HK""","""HK""",HK,true
P20,derive_core_archive_key,26,string,"""[\t]""","""[\t]""",[	],true
P20,derive_core_archive_key,27,string,"""EX""","""EX""",EX,true
P21,wrong_version_dialog_callback,1,string,"""1""","""1""",1,true
P21,wrong_version_dialog_callback,2,string,"""core_func_byby""","""core_func_byby""",core_func_byby,true
P21,wrong_version_dialog_callback,3,string,"""\228\184\141\230\152\175G\231\137\136\230\156\172""","""\228\184\141\230\152\175G\231\137\136\230\156\172""",不是G版本,true
P22,delayed_exit_callback,1,string,"""os""","""os""",os,true
P22,delayed_exit_callback,2,string,"""exit""","""exit""",exit,true
P23,globals.set_helper,1,string,"""def""","""def""",def,true
P23,globals.set_helper,2,string,"""role""","""role""",role,true
P23,globals.set_helper,3,string,"""helperID""","""helperID""",helperID,true
P24,startup_network_callback,1,string,"""name""","""name""",name,true
P24,startup_network_callback,2,string,"""completed""","""completed""",completed,true
P24,startup_network_callback,3,string,"""def""","""def""",def,true
P24,startup_network_callback,4,string,"""debugkey""","""debugkey""",debugkey,true
P24,startup_network_callback,5,string,"""print""","""print""",print,true
P24,startup_network_callback,6,string,"""failed""","""failed""",failed,true
P24,startup_network_callback,7,string,"""not ok""","""not ok""",not ok,true
P24,startup_network_callback,8,string,"""request""","""request""",request,true
P24,startup_network_callback,9,string,"""getResponseStatusCode""","""getResponseStatusCode""",getResponseStatusCode,true
P24,startup_network_callback,10,string,"""200""","""200""",200,true
P24,startup_network_callback,11,string,"""getResponseData""","""getResponseData""",getResponseData,true
P24,startup_network_callback,12,string,"""u7bTrcq508Ow19bttcfCvMb3""","""u7bTrcq508Ow19bttcfCvMb3""",u7bTrcq508Ow19bttcfCvMb3,true
P24,startup_network_callback,13,string,"""core_func_exit""","""core_func_exit""",core_func_exit,true
P24,startup_network_callback,14,string,"""OK""","""OK""",OK,true
P24,startup_network_callback,15,string,"""same version""","""same version""",same version,true
P24,startup_network_callback,16,string,"""isloaded""","""isloaded""",isloaded,true
P24,startup_network_callback,17,string,"""require""","""require""",require,true
P24,startup_network_callback,18,string,"""cjson""","""cjson""",cjson,true
P24,startup_network_callback,19,string,"""decode""","""decode""",decode,true
P24,startup_network_callback,20,string,"""json decode error""","""json decode error""",json decode error,true
P24,startup_network_callback,21,string,"""version""","""version""",version,true
P24,startup_network_callback,22,string,"""content""","""content""",content,true
P24,startup_network_callback,23,string,"""json format error""","""json format error""",json format error,true
P24,startup_network_callback,24,string,"""content decode error""","""content decode error""",content decode error,true
P24,startup_network_callback,25,string,"""run code error""","""run code error""",run code error,true
P25,startup_get_or_create_uuid,1,string,"""device""","""device""",device,true
P25,startup_get_or_create_uuid,2,string,"""writablePath""","""writablePath""",writablePath,true
P25,startup_get_or_create_uuid,3,string,"""bzuuid""","""bzuuid""",bzuuid,true
P25,startup_get_or_create_uuid,4,string,"""io""","""io""",io,true
P25,startup_get_or_create_uuid,5,string,"""exists""","""exists""",exists,true
P25,startup_get_or_create_uuid,6,string,"""crypto""","""crypto""",crypto,true
P25,startup_get_or_create_uuid,7,string,"""md5""","""md5""",md5,true
P25,startup_get_or_create_uuid,8,string,"""core_func_writefile""","""core_func_writefile""",core_func_writefile,true
P25,startup_get_or_create_uuid,9,string,"""readfile""","""readfile""",readfile,true
